nummer,text_id,auteurva,titel,jaarnr,genre,oorspr_auteur_va,drukkerva,plaats_van_uitgave
Ceneton063590,523,Lodewijk Meijer c.s. (NVA),Andromaché.,1678,Treurspel,Jean Baptiste Racine,Albert Magnus,Amsterdam
Ceneton063620,524,Lodewijk Meijer c.s. (NVA),Andromaché.,1715,Treurspel,Jean Baptiste Racine,Erven Jacob Lescailje,Amsterdam
Ceneton063770,275,Lodewijk Meijer c.s. (NVA),"Fielebout, of de dókter tégens dank.",1716,Kluchtig blijspel,Jean Baptiste Poquelin Molière,Pieter Rotterdam,Amsterdam
Ceneton063810,532,Lodewijk Meijer c.s. (NVA),"De gelukte list, óf bedrooge mof.",1689,Kluchtspel,Adrien Thomas Perdou de Subligny,Albert Magnus,Amsterdam
Ceneton063820,298,Lodewijk Meijer c.s. (NVA),"De gelukte list, óf bedrooge mof.",1702,Blijspel,Adrien Thomas Perdou de Subligny,Erven Jacob Lescailje,Amsterdam
Ceneton063870,545,Lodewijk Meijer c.s. (NVA),Het huwelijk van Orondates en Statira.,1670,Treurspel,Gabriel Gilbert,Adriaan van Gaasbeek,Amsterdam
Ceneton063940,542,Lodewijk Meijer c.s. (NVA),"De malle wedding, of gierige Geeraardt.",1671,Blijspel,François le Métel de Boisrobert,Adriaan van Gaasbeek,Amsterdam
Ceneton063980,543,Lodewijk Meijer c.s. (NVA),"De malle wedding, óf gierige Geeraard. Vermeerderd met een voor en naspel.",1713,Blijspel,François le Métel de Boisrobert,Erven Jacob Lescailje,Amsterdam
Ceneton064020,547,Lodewijk Meijer c.s. (NVA),De schaakingen.,1763,Blijspel,,Adrianus Hupkes,Amsterdam
Ceneton064030,551,Lodewijk Meijer c.s. (NVA),Het spookend weeuwtje.,1670,Blijspel,Alain le Métel d’Ouville / P. Calderón de la Barca,Adriaan van Gaasbeek,Amsterdam
Ceneton064040,552,Lodewijk Meijer c.s. (NVA),Het spookend weeuwtje.,1677,Blijspel,Alain le Métel d’Ouville / P. Calderón de la Barca,Albert Magnus,Amsterdam
Ceneton064090,553,Lodewijk Meijer c.s. (NVA),Het spoockend weeuwtje.,1697,Blijspel,Alain le Métel d’Ouville / P. Calderón de la Barca,Wed. Gysbert de Groot,Amsterdam
Ceneton064210,529,Lodewijk Meijer c.s. (NVA),Tieranny van Eigenbaat in het Eiland van Vryekeur.,1680,Zinnespel,Francesco Sbarra,Albert Magnus,Amsterdam
Ceneton064290,543,Lodewijk Meijer c.s. (NVA),"Voor- én naaspél, gemaakt om vertoond te worden by Gierige Geeraard. Op den 28en van Maert, 1679.",1713,Voorspel en naspel,,Erven Jacob Lescailje,Amsterdam
Ceneton064300,556,Lodewijk Meijer c.s. (NVA),De vrijer in de kist.,1678,Kluchtspel,,Albert Magnus,Amsterdam
Ceneton064360,558,Andries Pels (NVA),De wanhébbelyke liefde.,1678,Kluchtspel,Philippe Quinault,Albert Magnus,Amsterdam
Ceneton064380,559,Andries Pels (NVA),De wanhébbelyke liefde.,1704,Kluchtspel,Philippe Quinault,Erven Jacob Lescailje,Amsterdam
Ceneton064420,380,Lodewijk Meijer c.s. (NVA) / Pieter Anthony de Huybert van Cruyningen,De vermiste molenaar.,1713,Kluchtspel,Florent Carton Dancourt,"Erven Jacob Lescailje, Dirk Rank en Hendrik van de Gaete",Amsterdam
Ceneton064500,534,Lodewijk Meijer c.s. (NVA) / Thomas Arendsz,Ifigenia.,1683,Treurspel,Jean Baptiste Racine,Albert Magnus,Amsterdam
Ceneton064510,535,Lodewijk Meijer c.s. (NVA) / Thomas Arendsz,Ifigenia.,1683,Treurspel,Jean Baptiste Racine,Albert Magnus,Amsterdam
Ceneton064570,536,Lodewijk Meijer c.s. (NVA) / Thomas Arendsz,"Ifigenia, in Aulis.",1781,Treurspel,Jean Baptiste Racine,Jan Helders,Amsterdam
Ceneton064580,546,Lodewijk Meijer c.s. (NVA) / Thomas Arendsz,Roeland.,1686,Treurspel,Philippe Quinault,Albert Magnus,Amsterdam
Ceneton065100,508,Abraham van Mildert,Boertighe clucht van Sr. Groengeel.,1631,Kluchtspel,,Dirck Cornelisz Houthaeck,Amsterdam
Ceneton065110,509,Abraham van Mildert,Boertighe clucht van Sr. Groengeel.,1633,Kluchtspel,,Abraham Nering,Rotterdam
Ceneton065170,510,Minderbroeders Recollecten van Megen,Misbruyck der Ryckdommen.,1723,,,Petrus Scheffers,’s-Hertogenbosch
Ceneton065390,514,Molenhof,"De krollende Ritzaart, met  de gulden legenden van Jan van Tongeren.",1659,Kluchtspel,,,Amsterdam
Ceneton065480,516,Daniel Mostaert,Mariamne.,1640,Treurspel,,"Nicolaes van Ravesteyn, voor Jacob Heerman",Amsterdam
Ceneton065490,515,Daniel Mostaert,De moord der onnoozelen.,1639,Treurspel,,"Dominicus van der Stichel, voor Jacob Heerman",Amsterdam
Ceneton065530,236,Andreas du Moulin,"De lichtmis, of mal mortje mal kindje.",1687,Kluchtspel,,Erven Jacob Lescailje,Amsterdam
Ceneton065540,237,Andreas du Moulin,"De lichtmis, of mal mortje mal kindje.",1687,Kluchtspel,,Erven Jacob Lescailje,Amsterdam
Ceneton065730,518,Hendrick van der Muyr,Klucht vande ketel-boeter.,1644,Kluchtspel,,Jan Willemsz,Gorinchem
Ceneton066030,560,P. Nederhoven,’t Verwarde huwelyk.,1667,Blijspel,Jean Rotrou,Jacob Lescailje,Amsterdam
Ceneton066100,561,Jan Neuye,"Eneas, of vader des vaderlants.",1664,Treurspel,,Johannes van den Bergh,Amsterdam
Ceneton066110,561,Jan Neuye,"Eneas, of vader des vaderlants.",1667,Blij-eindend treurspel,,Johannes van den Bergh,Amsterdam
Ceneton066920,562,Guilliam van Nieuwelandt,Livia tragoedie.,1617,Treurspel,,Guilliam van Tongheren,Antwerpen
Ceneton066930,563,Guilliam van Nieuwelandt,Salomon.,1628,Treurspel,,Hendrick Aertssens,Antwerpen
Ceneton066940,564,Guilliam van Nieuwelandt,Saul tragoedie.,1617,Treurspel,,Guilliam van Tongheren,Antwerpen
Ceneton066960,565,Guilliam van Nieuwelandt,Treur-spel van Sophonisba Aphricana.,1639,Treurspel,,Broer Jansz,Amsterdam
Ceneton067180,567,Joannes Nomsz,"Anthonius Hambroek, of de belegering van Formoza.",1775,Treurspel,,Izaak Duim,Amsterdam
Ceneton067240,566,Joannes Nomsz,Bajazet.,1771,Treurspel,Jean Baptiste Racine,David Klippink,Amsterdam
Ceneton067490,568,Joannes Nomsz,Iemant en Niemant.,1768,Zinnespel,,Izaak Duim,Amsterdam
Ceneton067530,569,Joannes Nomsz,De landloopster.,1776,Opera,Charles Simon Favart,Gedrukt voor de liefhebbers,Amsterdam
Ceneton067820,570,Joannes Nomsz,Het weeskind van China.,1782,Treurspel,Voltaire (ps. van François-Marie Arouet),Jan Helders,Amsterdam
Ceneton067900,572,Jan Nooseman (Noozeman),De gelukkige bedriegery.,1649,,Jean Rotrou,"Baltus de Wild’, voor Gerrit van Goedesberg",Amsterdam
Ceneton067910,579,Jan (of Jelis / Gilles) Nooseman (Noozeman),Getemde snorker.,1649,,,Gerrit van Goedesberg,Amsterdam
Ceneton067990,573,Jelis / Gilles Nooseman (Noozeman),"De bedrooge dronkkaart, of dronkke-mans hel.",1649,Kluchtspel,,Dirck Cornelisz Houthaeck,Amsterdam
Ceneton068020,580,Jelis / Gilles Nooseman (Noozeman),Beroyde student.,1646,,,J. Rex,Amsterdam
Ceneton068070,581,Jelis / Gilles Nooseman (Noozeman),"Hans van Tongen, razende-liefdens-eynd.",1644,Kluchtspel,Giovanni Boccaccio,"Nicolaes van Ravesteyn, voor Dirck Cornelisz Houthaeck",Amsterdam
Ceneton068080,582,Jelis / Gilles Nooseman (Noozeman),"Hans van Tongen, of kluchtige toover-liefde.",1660,Kluchtspel,Giovanni Boccaccio,Jacob Lescailje,Amsterdam
Ceneton068090,576,Jelis / Gilles Nooseman (Noozeman),"Krijn Onverstant, of vrouwen parlement.",1659,,,Jacob Lescailje,Amsterdam
Ceneton068100,577,Jelis / Gilles Nooseman (Noozeman),"Krijn Onverstant, of vrouwen parlement.",1671,Kluchtspel,,Jacob Lescailje,Amsterdam
Ceneton068130,578,Jelis / Gilles Nooseman (Noozeman),Krijn Onverstant of vrouwen parlement.,1726,,,Erfgenamen van de Wed. Gysbert de Groot,Amsterdam
Ceneton068140,575,Jelis / Gilles Nooseman (Noozeman),Lichte Klaertje.,1645,,,Jacob Lescailje,Amsterdam
Ceneton068150,574,Jelis / Gilles Nooseman (Noozeman),Lichte Klaartje.,1650,Kluchtspel,,Dirck Cornelisz Houthaeck,Amsterdam
Ceneton068190,571,Pieter Nootmans,"Spel van den bloedigen slach van Pavyen, gheslagen tusschen den victorieusten roomschen keyser Carel de Vijfde, ende den stoutmoedighen coninck Franciscus Primus van Vranckrijck.",1627,,,Hessel Gerritsz,Amsterdam
Ceneton068300,584,Pieter Nuyts,"Admetus, en Alcestis.",1694,Treurspel,,Erven Jacob Lescailje,Amsterdam
Ceneton068340,84,A. van Oevel of Hubert van der Meers,Lacchelicke cluchte van een Boer die in een calfs-vel benaeyt was.,1615,Kluchtspel,Cornelius Schonaeus,Broer Jansz,Amsterdam
Ceneton068664,589,Barbara Ogier,Verwellecominghe op de saele van Pictura aen syne Keurvorstelycke Doorluchtigheydt Maximiliaen Emanuel by de gratie Godts Hertogh van Beijeren ende vanden opper-Paltz.,1693,Zinnespel,,Godtgaf (II) Verhulst,Antwerpen
Ceneton068680,585,Guillam Ogier,"Belachelyck misverstant ofte boere-geck,  speel gewys uyt-gebeelt door G. Ogier. Verthoont den 18. October 1680. op de camer  vanden Olyf-tack binnen Antwerpen.",1680,Toneelspel,,Michiel de Groot,Amsterdam
Ceneton068700,587,Guillam Ogier,De gierigheydt. Verthoont op de kamer vanden Olyf-tack den 18. february anno 1678.,1682,Toneelspel,,Hendrik (I) van Dunwalt,Antwerpen
Ceneton068730,587,Guillam Ogier,De gramschap. Verthoont op de kamer vande Violier den 18. october anno 1645. binnen Antwerpen.,1682,Toneelspel,,Hendrik (I) van Dunwalt,Antwerpen
Ceneton068760,587,Guillam Ogier,De gulsigheydt.Verthoont op de kamer vanden Olyf-tack den 18. october anno 1639. binnen Antwerpen,1682,Toneelspel,,Hendrik (I) van Dunwalt,Antwerpen
Ceneton068820,587,Guillam Ogier,Den haet en nydt. Verthoont op de kamer vande Violiere den 18. october anno 1647. binnen Antwerpen.,1682,Toneelspel,,Hendrik (I) van Dunwalt,Antwerpen
Ceneton068900,587,Guillam Ogier,De hooveerdicheydt. Kluchts-gewys vertoont op de Kamer vande Violiere den 18. October Anno 1644. Binnen Antwerpen.,1682,Toneelspel,,Hendrik (I) van Dunwalt,Antwerpen
Ceneton068930,587,Guillam Ogier,De onkuysheydt. verthoont op de kamer vande Violiere den 18. october anno 1646. binnen Antwerpen.,1682,Toneelspel,,Hendrik (I) van Dunwalt,Antwerpen
Ceneton069340,592,Dirk Anthonisz. Opmeer,Klucht van Tryn Ratels.,1660,Kluchtspel,,Sym. Opmeer,Amsterdam
Ceneton069990,657,Oratorianen van Ronse,Oppressa patientia exaltata sive Griseildis.,1775,,,Wed. Michiel de Goesin,Gent
Ceneton070320,593,Joachim Oudaan,Koningh Konradyn en hartoogh Frederijck.,1649,Treurspel,,Jacob Roels,Leiden
Ceneton071070,364,P.Q.X.W.,Klucht van hontghe bijt my niet.,1649,Kluchtspel,,Pieter Lourens,Amsterdam
Ceneton071080,363,P.Q.X.W.,Klucht van hontghe bijt my niet.,1649,Kluchtspel,,Pieter Lourens,Amsterdam
Ceneton071500,599,Joan van Paffenrode,"De bedroge girigheyd, ofte boertige comoedie van hopman Ulrich.",1661,Kluchtig blijspel,,Paulus Vinck,Gorinchem
Ceneton071720,596,Joan van Paffenrode,Den onder-gang van ionk-heer Willem van Arkel.,1662,Treurspel,,Paulus Vinck,Gorinchem
Ceneton071890,597,Joan van Paffenrode,"De klucht van Sr. Filibert, genaemt Oud-Mal. Op het spreeck-woort: als oud-mal begint te scheuren, soo is ’er geen stoppen aen.",1657,Kluchtspel,,Sander Vinck,Gorinchem
Ceneton071900,598,Joan van Paffenrode,"Oud-Mal, ofte boertige comoedie van Sr Filibert [...]",1663,Boertige comedie,,Paulus Vinck,Gorinchem
Ceneton072260,602,Lucas Pater,"Isaak, of de afschaduwing des Heilands.",1774,,Pietro Antonio Domenico Buonaventura Metastasio,Pieter Meyer,Amsterdam
Ceneton072310,601,Lucas Pater,Het onbewoonde eiland.,1774,Toneelspel,Arthur Murphy,Pieter Meyer,Amsterdam
Ceneton072460,604,Andries Pels,Didoos doot.,1668,Treurspel,,Jacob Lescailje,Amsterdam
Ceneton072530,605,Andries Pels,Julfus.,1668,Blijspel,,Jacob Lescailje,Amsterdam
Ceneton072600,548,Andries Pels (NVA),De schilder door liefde.,1682,Blijspel,Jean Baptiste Poquelin Molière / Anoniem,Albert Magnus,Amsterdam
Ceneton072640,555,Andries Pels (NVA),De verwaande Hollandsche Franschman.,1684,Blijspel,,Albert Magnus,Amsterdam
Ceneton072690,606,Adriaan Peys,Amphitrion.,1670,Blij-eindend treurspel,Titus Maccius Plautus en Jean Baptiste Poquelin Molière,Z.n.,Zonder plaats
Ceneton072710,611,Adriaan Peys,"Klucht-spel, van het gedwongen houwelyck, of mariage forcè.",1680,Kluchtspel,Jean Baptiste Poquelin Molière,Michiel de Groot,Amsterdam
Ceneton072760,607,Adriaan Peys,"Gentilhome bourgois, ofte burgerlycken edelman.",1675,Kluchtspel,Jean Baptiste Poquelin Molière,Levijn (I) van Dijck,’s-Gravenhage
Ceneton072780,609,Adriaan Peys [M.M.],Clucht van George Dandin. Ghecalculeert naer den hedendaegschen Merediaen.,1662,Kluchtspel,Jean Baptiste Poquelin Molière,Z.n.,Zonder plaats
Ceneton072781,610,Adriaan Peys [M.M.],Klucht van George Dandin. Gecalculeert naer den hedensdaegschen Meridiaen.,1672,Kluchtspel,Jean Baptiste Poquelin Molière,Z.n.,Zonder plaats
Ceneton072820,613,Adriaan Peys,"De maeltyt van Don Pederoos geest, of de gestrafte vrygeest.",1699,Treurspel,,Erven van Otto Barentsz Smient,Amsterdam
Ceneton072830,612,Adriaan Peys,De nacht-spookende joffer.,1670,Blijspel,Alain le Métel d’Ouville / P. Calderón de la Barca,Jacob Lescailje,Amsterdam
Ceneton072840,614,Adriaan Peys,Scapyn.,1680,Blijspel,Jean Baptiste Poquelin Molière,Erven Jacob Lescailje,Amsterdam
Ceneton073050,608,Adriaan Peys,De burgerlyke edelman.,1700,Blijspel,Jean Baptiste Poquelin Molière,Erven Jacob Lescailje,Amsterdam
Ceneton073140,618,Christoffel Pierson,"Mithridates, koning van Pontus.",1678,Treurspel,Anoniem (non Racine nec Crébillon),Dirck Bockhoven,Gouda
Ceneton073270,628,Joan Pluymer (Pluimer),De bedrooge vryjers.,1679,Kluchtspel,Giovanni Boccaccio,Michiel de Groot,Amsterdam
Ceneton073360,624,Joan Pluymer (Pluimer),"Reinout in het betoverde hof, zynde het gevolg van Armida. Met konst- en vliegwerken, verscheidene sieraaden en balletten.",1697,"Toneelspel met kunst- en vliegwerken, sieraden en balletten",,Erven Jacob Lescailje,Amsterdam
Ceneton073400,626,Joan Pluymer (Pluimer),School voor de jaloerschen. Uit het Fransch van Mollière.,1691,Blijspel,Antoine Jacob Montfleury (non Molière),Erven Jacob Lescailje,Amsterdam
Ceneton073440,623,Joan Pluymer (Pluimer),De verliefde Lubbert.,1678,Kluchtspel,Giovanni Boccaccio,Wed. Joost (I) Pluymer,Amsterdam
Ceneton073460,625,Joan Pluymer (Pluimer),De verlooren schildwacht.,1686,Kluchtspel,"J.N. Vernoy, dit Saint-Georges (of: F.L de Sévigny)",Albert Magnus,Amsterdam
Ceneton073550,627,Joan Pluymer (Pluimer),Voorspel [op Geeraard van Velzen en Warenar met de pot door Pieter Cornelisz. Hooft] vertoond ter openinge van de Schouwburg in Sprokkelmaand 1678.,1678,Voorspel,,Wed. Joost Pluimer,Amsterdam
Ceneton073570,4,Joan Pluymer (Pluimer),"Voorspel, vertoond ter openinge van de Schouwburg in Sprokkelmaand 1678.",1692,Voorspel,,Erven Albert Magnus,Amsterdam
Ceneton073590,621,Joan Pluymer (Pluimer),"Voorspel. Toegepast op de tegenwoordige tyd, en op J. V. Vondels Batavische gebroeders, of onderdrukte vryheid.",1690,Voorspel,,Erven Jacob Lescailje,Amsterdam
Ceneton073600,4,Joan Pluymer (Pluimer),"Voorspel, toegepast op den tegenwoordige tyd; en op J. V. Vondels Batavische gebroeders; of onderdrukte vryheid.",1692,Voorspel,,Erven Albert Magnus,Amsterdam
Ceneton073670,622,Joan Pluymer (Pluimer) / M. van Breda,"Krispyn, poëet, en officier.",1685,Kluchtspel,Gaspard Abeille [of: Jean François Juvenon de La Thuillerie],Albert Magnus,Amsterdam
Ceneton073770,629,Jan Pook,"Hollebolligen lachende docter, of de bereysde Hans Zing-Zang.",1709,Kamerspel,,Cornelis van Hoogenhuysen,Amsterdam
Ceneton073780,630,Jan Pook,"Den hollebolligen lagchende dokter, of de bereysde Hans Zing-Zang.",1710,Kamerspel,,Timotheus ten Hoorn,Amsterdam
Ceneton073880,615,Post gaudia luctus,"Phantasia. Kluchts-gewijs vertoont, op de Amsteldamsche Schouburgh, Den 2. Maart, Anno 1645.",1645,Kluchtspel,,Dirck Cornelisz Houthaeck,Amsterdam
Ceneton074090,633,Pieter Pypers,De Malabaarsche weduwe.,1789,Treurspel,Antoine Marin Le Mierre,"Jan Helders, en Abraham Mars",Amsterdam
Ceneton074330,636,Catharina Questiers de Hoest,"Casimier, of gedempte hoogmoet.",1656,Blijspel,Antonio Enríques Gómez,"Gabriël à Roy, voor Gerard [Gerrit] Smit",Amsterdam
Ceneton074340,638,Catharina Questiers de Hoest,Den geheymen minnaar.,1655,Blijspel,Félix Lope de Vega y Carpio,Gerrit van Goedesberg,Amsterdam
Ceneton074350,637,Catharina Questiers de Hoest,"D’ondanckbare Fulvius, en getrouwe Octavia.",1665,Blijspel,Onbekend,Jacob Lescailje,Amsterdam
Ceneton074380,273,Pieter Rabus,"Conflictus Thaliae et Barbariei Authore D. Erasmo. Dat is, stryd tussen Thalie (eene der Zang-godinnen) en Barbaries (de woestheid, of Bastaardy.) door D. Erasmus. Een geschrift, dat nooit voor dezen is gedrukt.",1684,Dialoog,,Joannes Borstius,Rotterdam
Ceneton075071,75,Rederijkers van Bilsen (Veldbloem),"Wederspannigen eersucht begaan en gestraft in het verradelyk vloek-gespan tegens Petrus Alexiowitz keyser van Rusland [...] Ten tonneel gestelt binnen de stad Bilsen [...] door de redenrycke camer der veld-bloem [...] Reuck, vult, en verheugt met Hemels zeegen.",1788,,,Wed. Gysbertus van Gulpen,Maastricht
Ceneton075320,203,Rederijkers van Dadizeele,Het leven ende doodt van den Heylighen Rochus.,1725,,,Petrus Jacobus de Rave,Ieper
Ceneton075330,204,Rederijkers van Dadizeele,De martelie van den Heyligen rudder Sebastianus.,1729,,,Petrus Jacobus de Rave,Ieper
Ceneton075340,202,Rederijkers van Dadizeele,"De op-bauwinghe, plonderinghe, brandt der Kercke, ende miraeckelen van Onse Lieve Vrauwe van Dadizeele.",1732,,,,
Ceneton076180,283,Rederijkers van Kortrijk (Fonteinisten),"Temerarius onrechtveerdigh op den throon gestelt, ende Cleomedes onnoosel uyt s’vaders ryck vluchtende.",1714,Treurspel,,Cornelis Meyer,Gent
Ceneton076270,460,Rederijkers van Lier,Den bedrogen hoog-moet.,1768,Blijspel,,Wed. A.G. Verhoeven,Lier
Ceneton076280,462,Rederijkers van Lier,Bedrogen Normandieschen edelman.,1768,Kluchtspel,,Wed. A.G. Verhoeven,Lier
Ceneton076300,461,Rederijkers van Lier,"Het dor wert groeyende. Den goddeloozen, dog daer naer tot god keerenden Nabuchodonosor, koning van de Caldeërs. doôr de gilde-broeders der Rhetoryke Den groeyenden Hellicon.",1768,,,A.G. Verhoeven,Lier
Ceneton076310,462,Rederijkers van Lier,"T’dor word groyende. Henricus den VIII. koning van Groot Brittannien, ende over de vervloekte ketterye zegenpraelt den held van Christus Thomas Morus, cancellier van Engeland. treurspel, door de gilde-broeders der Rhetoryke den Groeyenden Helicon.",1768,,,Wed. A.G. Verhoeven,Lier
Ceneton076320,460,Rederijkers van Lier,Uyt jongsten verzaemt Joseph van syne broeders verkogt.,1768,Blij-eindend treurspel,,Wed. A.G. Verhoeven,Lier
Ceneton076630,590,Rederijkers van Sint-Truiden,De doodt van de doorluchtige graven Egmondt en Hoorn.,1751,,,,
Ceneton076970,641,Hendrik Willem Regtering,Schoole voor de moeders.,1759,Blijspel,Pierre Carlet de Chamblain de Marivaux,Izaak Duim,Amsterdam
Ceneton077200,642,Jacob Revius,Haman.,1630,Treurspel,,Sebastiaen Wermbouts,Deventer
Ceneton077330,772,Gerrit de Ridder,"Vertooning in de Gekroonde na haar dood, treurspel. Tusschen het vierde en vyfde bedryf, daar Agnes doorstoten word.",1753,Vertoning,,Hendrik Stockink,Amsterdam
Ceneton077340,222,Gerrit de Ridder,"Zamenspraak tusschen Tomas en Kreel, dienende tot een voorspel voor de Bruyloft van Kloris en Roosje.",1748,Voorspel,,Joannes Smit,Amsterdam
Ceneton077650,650,Frans Rijk,"De belachchelyke erfgenaam, of onbaatzuchtige juffer.",1710,Blijspel,Paul Scarron,Erven Jacob Lescailje,Amsterdam
Ceneton077770,646,Frans Rijk,De hedendaagse bankroetier achterhaalt.,1713,Kluchtspel,,Jan de Ryke,Vianen
Ceneton078000,651,Frans Rijk,"Thebaïs, of vyandlyke broeders.",1680,Treurspel,Jean Baptiste Racine,Wed. Prins,Leiden
Ceneton078090,647,Jac. de Rijk,"De besteedster van meisjes en minnemoers, of school voor de dienstmeiden.",1692,Kluchtspel,,Erven Jacob Lescailje,Amsterdam
Ceneton078431,672,Cornelis van Ryssen,’t Ondekte verraad.,1708,,,Henri Schelle,Amsterdam
Ceneton078860,652,Theodoor D. Rodenburgh,"Casandra Hertoginne van Borgonie, en Karel Baldeus.",1617,Blij-eindend treurspel,Félix Lope de Vega y Carpio,Cornelis Lodewijcksz van der Plasse,Amsterdam
Ceneton079240,653,Theodoor D. Rodenburgh,Wraeck-gierigers treur-spel.,1618,Treurspel,Cyril Tourneur,Paulus Aertsz van Ravesteyn,Amsterdam
Ceneton079410,655,Hendrik Roelandt(s),Biron.,1661,Treurspel,George Chapman naar Juan Pérez de Montalván,Jacob Vinckel,Amsterdam
Ceneton079490,789,"Anna van der Horst, nu Roelfzema",De belegering van Groningen in het jaar 1672.,1772,,,H.A. de Chalmot,Leeuwarden
Ceneton079510,656,Arent Roggeveen,"’t Nederlantsche treur-spel, synde de verkrachte Belgica, vertoonende d’onheylen daer in voorgevallen; t’sedert den 25. Oct. 1555. tot den 10. July 1584. daeraen volgende.",1669,Treurspel,,Pieter van Goetthem,Middelburg
Ceneton079511,656,Arent Roggeveen,"Tweede deel, van de verkrachte Belgica, Beginnende met de komste (vanden Hartogh van Alba) inde Nederlanden, en eyndight met de Doot van Prins Willem de I.",1669,Treurspel,,Pieter van Goetthem,Middelburg
Ceneton079640,659,Jacobus Rosseau,De booter-markt.,1710,Kluchtspel,,Z.n.,Zonder plaats
Ceneton079750,660,Jacobus Rosseau,De welmenende bedrogen.,1714,Kluchtspel,,Z.n.,Zonder plaats
Ceneton079910,661,P. van Rossum (of Jan Lemmers),Aelius Sejanus.,1666,Treurspel,,Paulus Vinck,Gorinchem
Ceneton079930,662,Lucas Rotgans,Eneas en Turnus.,1705,Treurspel,,François Halma,Amsterdam
Ceneton079990,663,Lucas Rotgans,Scilla.,1709,Treurspel,,François Halma,Amsterdam
Ceneton081180,666,Salomon van Rusting,De quacksalver op de markt,1685,,,Jan ten Hoorn,Amsterdam
Ceneton081181,667,Salomon van Rusting,De quaksalver op de marct,1700,Monoloog,,,
Ceneton081182,665,Salomon van Rusting,De kwakzalver op de markt,1710,,,,
Ceneton081190,664,Anoniem,De kwakzalver in folio; op de Kallevaartjesveensche kermis,1774,Monoloog,Salomon van  Rusting,,Rotterdam
Ceneton081210,671,Adriana van Ryndorp,"De driftige minnaars, of arglistige juffrouw.",1723,Kluchtspel,,Voor de Leidse en Haagse Schouwburgen,Leiden
Ceneton081340,670,Jacob van Ryndorp,De hellevaart van dokter Joan Faustus.,1731,Toneelspel,,Gerrit Bouman,Amsterdam
Ceneton081510,533,Jacob van Ryndorp (NVA),"De geschaakte bruid, of de verliefde reizigers.",1690,Blijspel,Jean de la Chapelle,Erven Jacob Lescailje,Amsterdam
Ceneton081650,198,D.S.,"Het eerste deel van den half-backen Fop, behelsende sijn vryagie tot den trouw-dagh toe.",1660,Kluchtspel,,Jan de Klerck,Vlissingen
Ceneton081660,198,D.S.,Het tweede deel van Fop.,1660,Kluchtspel,,Jan de Klerck,Vlissingen
Ceneton081780,717,Jac. Sammers (Zammers),Klucht van den moedwillighen boots-gesel.,1714,Kluchtspel,Willem Ogier,Pieter de Vries,Rotterdam
Ceneton081870,788,Gerrit Cornelisz. van Santen,Snappende Siitgen.,1620,Kluchtspel,,Bartholomeus van der Bild,Leiden
Ceneton082020,720,Dierick Scabaelje,"Spel des gheschils tot Athenen, ghenomen uyt het 17 cap. van de Handelingen der Apostelen.",1617,,,Nicolaes (III) Biestkens,Amsterdam
Ceneton082080,721,Pieter Schaak,"Steyl-oor, of de schijnheylige bedrieger. Waer in is nagevolgt de Tartuffe van den Heer J.B.P. de Moliere.",1674,,Jean Baptiste Poquelin Molière,Abraham van Blancken,Amsterdam
Ceneton082130,459,J.B. Schaken (Rederijkers van Lier),"Het ryk van Israël in de hoogen ouderdom van den heldadigen vorst David, dor, wordt groeyende, door het nieuw bestier van synen uytverkooren zoon [...] Salomon [...] in het rechtveerdigh straffen van den oproerigen Adonias [...] door d'ieverige ende konst-minnende gilde-broederen, geseyt Den groeyenden boom [...]; In Rym-klanck by een vergaedert door J. B. Schaken.",1768,,,J.F. Maswiens,Leuven
Ceneton082460,722,Lucas Schermer,Meleager en Atalante.,1710,Treurspel,,Wilhelmus van Kessel,Haarlem
Ceneton082590,723,Jan Jacobsz. Schipper,"Tomas Morus, den grooten kanselier van Engelant, met ’et verstooten der koningin Katryne.",1659,Treurspel,,Jacob Lescailje,Amsterdam
Ceneton082701,725,Cornelius Schonaeus,Ananias.,1614,,,Gerardus Grevenbruch,Keulen
Ceneton082752,725,Cornelius Schonaeus,Baptistes.,1618,,,Gerardus Grevenbruch,Keulen
Ceneton082821,725,Cornelius Schonaeus,Daniel.,1614,,,Gerardus Grevenbruch,Keulen
Ceneton082872,725,Cornelius Schonaeus,Cunae.,1618,,,Gerardus Grevenbruch,Keulen
Ceneton082872,725,Cornelius Schonaeus,Dyscoli.,1618,,,Gerardus Grevenbruch,Keulen
Ceneton082872,725,Cornelius Schonaeus,Vitulus.,1618,,,Gerardus Grevenbruch,Keulen
Ceneton082880,726,Cornelius Schonaeus,"Fabula comica; in commendationem aedificii, egenis senibus Harlemi extruendi: scripta, aut lusa potius Cornelio Schonaeo Goudano",1607,Blijspel,,Zacharias Heyns,Zwolle
Ceneton082897,725,Cornelius Schonaeus,Iosephus.,1614,,,Gerardus Grevenbruch,Keulen
Ceneton082970,725,Cornelius Schonaeus,Iuditha.,1614,,,Gerardus Grevenbruch,Keulen
Ceneton083110,725,Cornelius Schonaeus,Naaman.,1614,,,Gerardus Grevenbruch,Keulen
Ceneton083160,727,Cornelius Schonaeus,Nehemias. De instauratione Hierosolumae.,1570,Comoedia sacra,,Christoffel Plantijn,Antwerpen
Ceneton083170,725,Cornelius Schonaeus,Nehemias.,1614,,,Gerardus Grevenbruch,Keulen
Ceneton083181,725,Cornelius Schonaeus,Pentecoste.,1614,,,Gerardus Grevenbruch,Keulen
